id,name,short,long,confidence,match_confidence
65189,Caitlyn Jenner,American television personality,"Caitlyn Marie Jenner is an American television personality and retired Olympic gold medal-winning decathlete.
Jenner played college football for the Graceland Yellowjackets before incurring a knee injury that required surgery. ",99.98477935791016,100.0
1698,Csilla Tatár,Hungarian presenter,Csilla Tatár is a Hungarian reporter and presenter.,99.99840545654295,60.00000381469727
1698,Philip Emeagwali,Nigerian computer scientist,"Philip Emeagwali is a Nigerian computer scientist. He won the 1989 Gordon Bell Prize for price-performance in high-performance computing applications, in an oil reservoir modeling calculation using a novel mathematical formulation and implementation. ",99.97213745117188,62.0
53812,Sébastien Pocognoli,Belgian footballer,Sébastien Pocognoli is a Belgian international footballer who plays as a left back for Royale Union Saint-Gilloise in the Belgian First Division B.,99.97725677490234,70.0
58462,Douglas Baggio,Brazilian footballer,Douglas Baggio de Oliveira Costa is a Brazilian footballer who plays as striker for Goiás.,99.94499206542967,55.0
17023,Elsa Lunghini,French singer,"Elsa Lunghini, stage name Elsa, is a French singer and actress. She was a teenage pop-star in the late-1980s. In 1986, she was the youngest singer to reach number one in the French charts, with the single T'en va pas, and she went on to sell millions of records during the decade. ",99.9999542236328,58.0
62573,Caitlyn Jenner,American television personality,"Caitlyn Marie Jenner is an American television personality and retired Olympic gold medal-winning decathlete.
Jenner played college football for the Graceland Yellowjackets before incurring a knee injury that required surgery. ",99.98828125,100.0
35017,Rick Doucet,Businessman,Richard Michael Doucet is a New Brunswick businessman and politician who has represented since 2003 the riding of Fundy-The Isles-Saint John West in the Legislative Assembly of New Brunswick.,99.99856567382812,56.0
51706,Katt Williams,American comedian,"Micah Sierra ""Katt"" Williams is an American stand-up comedian, actor, rapper, singer, and voice actor. He had a role as Money Mike in Friday After Next, had a stint on Wild 'n Out, portrayed Bobby Shaw in My Wife and Kids, provided the voice of A Pimp Named Slickback in The Boondocks, Seamus in Cats &amp; Dogs: The Revenge of Kitty Galore, and portrayed Lord Have Mercy in Norbit. ",99.9942855834961,100.0
25914,Rodney Dangerfield,American comedian,"Jack Roy, popularly known by the stage name Rodney Dangerfield, was an American stand-up comedian, actor, producer, screenwriter, musician and author. He was known for his self-deprecating one-liner humor, his catchphrase ""I don't get no respect!"" and his monologues on that theme.
",99.99750518798828,95.0
9482,Kurt Hugo Schneider,American video editor,"Kurt Hugo Schneider, sometimes referred to by his initials KHS, is an American video editor, producer, musician, singer and songwriter, whose primary medium is YouTube music videos. ",99.99977111816406,85.0
9528,Yahzarah,,,99.3498306274414,62.0
43691,Margot Robbie,Australian actress,"Margot Elise Robbie is an Australian actress and producer. She has received nominations for two Academy Awards, two Golden Globe Awards, and five BAFTA Awards. ",99.97799682617188,100.0
90576,Malcolm X,American minister,"Malcolm X was an African American Muslim minister and human rights activist who was a popular figure during the civil rights movement. He is best known for his time spent as a vocal spokesman for the Nation of Islam.
",99.77902221679688,100.0
98516,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.9420928955078,98.0
79850,Brad Pitt,American actor,"William Bradley Pitt is an American actor and film producer. He has received multiple awards, including two Golden Globe Awards and an Academy Award for his acting, in addition to another Academy Award, another Golden Globe Award and a Primetime Emmy Award as producer under his production company, Plan B Entertainment.
",99.99983978271484,100.0
31687,Robert De Niro,Actor,"Robert Anthony De Niro Jr. is an American actor, producer, and director. He is particularly known for his collaborations with filmmaker Martin Scorsese. ",99.9001007080078,100.0
9251,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.87297821044922,96.0
96508,Gary Cole,American television actor,"Gary Michael Cole is an American television, film and voice actor. Cole began his professional acting career on stage at Chicago's Steppenwolf Theatre Company in 1985. ",99.97139739990234,100.0
76249,The Narcicyst,,,98.98687744140624,58.999996185302734
85261,Val Kilmer,American actor,"Val Edward Kilmer is an American actor. Originally a stage actor, Kilmer became popular in the mid-1980s after a string of appearances in comedy films, starting with Top Secret! ",99.97500610351562,100.0
34190,Theodor Morell,German doctor,Theodor Gilbert Morell was a German doctor known for acting as Adolf Hitler's personal physician. Morell was well known in Germany for his unconventional treatments. ,96.24472045898438,88.0
89612,Garry Kasparov,Chess Grandmaster,"Garry Kimovich Kasparov is a Russian chess grandmaster, former World Chess Champion, writer, and political activist and commentator. From 1984 until his retirement in 2005, Kasparov was ranked world No. 1 for 255 months overall for his career. His peak rating of 2851, achieved in 1999, was the highest recorded until being surpassed by Magnus Carlsen in 2013. Kasparov also holds records for the most consecutive professional tournament victories and Chess Oscars.
",99.99917602539062,94.0
45179,Joel Edgerton,Australian actor,"Joel Edgerton is an Australian actor and filmmaker. He has appeared in the films Star Wars: Episode II – Attack of the Clones, Star Wars: Episode III – Revenge of the Sith as a young Owen Lars, King Arthur as Gawain,
",99.99990844726562,63.0
47390,Hale Soygazi,Turkish actress,Hale Soygazi is a Turkish actress and beauty pageant titleholder.,99.9596939086914,72.0
42038,Barack Obama,44th U.S. President,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",99.9946060180664,78.0
14658,Will Ferrell,American actor,"John William Ferrell is an American actor, comedian, producer, writer, and businessman. He first established himself in the mid-1990s as a cast member on the NBC sketch comedy show Saturday Night Live, and has subsequently starred in comedy films such as Anchorman: The Legend of Ron Burgundy, Talladega Nights, Step Brothers, The Other Guys, and Anchorman 2: The Legend Continues, all but one of which he co-wrote with his comedy partner Adam McKay. ",99.97530364990234,100.0
68579,Victoria Vantoch,American journalist,,99.98722076416016,100.0
68579,Jared Padalecki,American actor,Jared Tristan Padalecki is an American actor. He is best known for playing the role of Sam Winchester in the TV series Supernatural. ,99.99996185302734,100.0
15049,Gordon Ramsay,British chef,"Gordon James Ramsay OBE is a British chef, restaurateur, television personality, and writer. Born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England, he founded his global restaurant group, Gordon Ramsay Restaurants, in 1997. ",99.95478057861328,100.0
79368,Dalilah Muhammad,American athlete,"Dalilah Muhammad is an American track and field athlete who specializes in the 400 metres hurdles. She won the gold medal at the 2019 World Championships, setting the current world record with a time of 52.16 seconds. ",99.941650390625,68.0
93024,Kamilla Rytter Juhl,Danish badminton player,"Kamilla Rytter Juhl is a retired Danish badminton player. She announced her retirement in July 2018, due to her pregnancy.",99.9911117553711,91.0
83927,Carla Gugino,American actress,"Carla Gugino is an American actress. After appearing in Troop Beverly Hills and This Boy's Life, she received recognition for her starring roles as Ingrid Cortez in the Spy Kids trilogy, Rebecca Hutman in Night At The Museum, Laurie Roberts in American Gangster, Sally Jupiter in Watchmen, Dr. ",99.20777130126952,68.0
49731,Martin Luther King Jr. Day,Holiday,"Martin Luther King Jr. Day is a federal holiday in the United States marking the birthday of Martin Luther King Jr. It is observed on the third Monday of January each year. King's birthday is January 15. The holiday is similar to holidays set under the Uniform Monday Holiday Act. The earliest Monday for this holiday is January 15 and the latest is January 21.
",99.9806671142578,99.0
7832,Halima Abubakar,Nigerian actress,"Halima Abubakar is a Nigerian actress. In 2011, she won the Afro Hollywood Best Actress award.",99.99925231933594,65.0
7832,Matthias Sammer,German former football player,"Matthias Sammer is a German former professional football player and coach who last worked as sporting director of Bayern Munich. He played as a defensive midfielder and later in his career as a sweeper.
",99.99209594726562,100.0
19085,Michael Clarke Duncan,American actor,"Michael Clarke Duncan was an American actor best known for his breakout role as John Coffey in The Green Mile, for which he was nominated for the Academy Award for Best Supporting Actor and other honors. ",99.99748229980467,99.0
48570,Osama Bin Laden,,"Osama bin Mohammed bin Awad bin Laden, also rendered Usama bin Ladin, was a founder of the pan-Islamic militant organization al-Qaeda, designated as a terrorist group by the United Nations Security Council, the North Atlantic Treaty Organization, the European Union, and various countries.
",99.99909973144533,99.0
53296,Anjali Nair,Indian film actress,Anjali Nair is an Indian film actress and model who predominantly works in Malayalam Cinema. She is a recipient of the Kerala State Film Award for Best Character Actress at Kerala State film Awards in 2015.,99.99970245361328,75.0
71534,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.97909545898438,100.0
79104,Jet Life,,"Jet Life is an American hip hop collective formed in New Orleans, Louisiana, originally consisting of rappers Curren$y, Trademark da Skydiver, and Young Roddy. ",99.99992370605467,74.0
69807,Joe Rogan,American comedian,"Joseph James Rogan is an American comedian, podcast host, and mixed martial arts color commentator. He has also worked as a television host and an actor.
Rogan began his career in comedy in August 1988 in the Boston area. ",99.99961853027344,93.0
25739,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.83232879638672,99.0
46217,Barack Obama,44th U.S. President,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",99.99977111816406,98.0
46217,Michelle Obama,American attorney,"Michelle LaVaughn Obama is an American attorney and author who was the first lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama, and was the first African-American first lady.
",99.99989318847656,99.0
70325,DeObia Oparei,Actor,"DeObia Oparei is an English actor and playwright. He is best known for his roles as the Gunner in Pirates of the Caribbean: On Stranger Tides, as Thundarian in Your Highness and as Rongo in Dumbo.",99.99628448486328,82.0
40269,Nicolas Cage,American actor,"Nicolas Kim Coppola, known professionally as Nicolas Cage, is an American actor and filmmaker. Cage has been nominated for numerous major cinematic awards, and won an Academy Award, a Golden Globe, and Screen Actors Guild Award for his performance in Leaving Las Vegas. ",99.98968505859376,60.00000381469727
4967,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.8896026611328,98.0
81625,Nick Offerman,American actor,"Nicholas David Offerman is an American actor, writer, comedian, producer and professional woodworker. He is best known for his role as Ron Swanson in the NBC sitcom Parks and Recreation, for which he received the Television Critics Association Award for Individual Achievement in Comedy and was twice nominated for the Critics' Choice Television Award for Best Supporting Actor in a Comedy Series. ",99.9996337890625,100.0
78650,Will Ferrell,American actor,"John William Ferrell is an American actor, comedian, producer, writer, and businessman. He first established himself in the mid-1990s as a cast member on the NBC sketch comedy show Saturday Night Live, and has subsequently starred in comedy films such as Anchorman: The Legend of Ron Burgundy, Talladega Nights, Step Brothers, The Other Guys, and Anchorman 2: The Legend Continues, all but one of which he co-wrote with his comedy partner Adam McKay. ",99.9030532836914,100.0
91625,V. S. Achuthanandan,Former Chief Minister of Kerala,"Velikkakathu Sankaran Achuthanandan is an Indian politician who was the Chief Minister of Kerala from 2006 to 2011. He served as the chairman of Administrative reforms in Kerala from 2016 to 2021.
",99.9982452392578,69.0
93618,Ken Jeong,American comedian,"Kendrick Kang-Joh Jeong is an American comedian, actor, producer, writer, television personality and licensed physician. He has appeared in the films Knocked Up, Role Models, The Hangover film series, Furry Vengeance, Ride Along 2, and Crazy Rich Asians. ",99.9998550415039,100.0
82459,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.61652374267578,99.0
25386,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.86145782470705,100.0
46352,Mike Krzyzewski,Basketball coach,"Michael William Krzyzewski is a college basketball coach. Since 1980, he has served as the head men's basketball coach at Duke University, where he has led the Blue Devils to five NCAA Division I titles, 12 Final Fours, 15 ACC Men's Basketball Tournament championships, and 12 ACC regular season titles. ",99.99987030029295,99.0
46352,Donald Trump,45th U.S. President,"Donald John Trump is an American media personality, businessman, and politician who served as the 45th president of the United States from 2017 to 2021.
",99.9715805053711,99.0
34780,Barack Obama,44th U.S. President,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",99.9998779296875,99.0
39018,Jamie Lloyd,Fictional character,"Jamie Lloyd is a fictional character and one of the main protagonists of the Halloween franchise. Introduced in Halloween 4: The Return of Michael Myers as the series' new protagonist after Jamie Lee Curtis refused to return as Laurie Strode, the character also appears Halloween 5: The Revenge of Michael Myers and Halloween: The Curse of Michael Myers. ",99.83775329589844,89.0
7849,Stefania LaVie Owen,American actress,Stefania LaVie Owen is a New Zealand-American actress. She is known for her roles as Puddle Kadubic in the television series Running Wilde and as Dorrit Bradshaw in the teen drama television series The Carrie Diaries. ,99.99992370605467,58.0
1564,Steve Irwin,Australian zookeeper,"Stephen Robert Irwin, nicknamed ""The Crocodile Hunter"", was an Australian zookeeper, television personality, wildlife expert, environmentalist, and conservationist.
",99.9934310913086,99.0
90673,Jack Carson,Canadian film actor,"John Elmer ""Jack"" Carson was a Canadian-born, American film actor. Carson often played the role of comedic friend through the 1940s and 1950s, including films The Strawberry Blonde and Arsenic and Old Lace. ",99.8774642944336,99.0
21078,Mike Pence,Former Vice President of the United States,"Michael Richard Pence is an American politician, broadcaster, and lawyer who served as the 48th vice president of the United States from 2017 to 2021. A member of the Republican Party, he was the 50th governor of Indiana from 2013 to 2017. Pence was also a member of the U.S. House of Representatives from 2001 to 2013.
",99.97196197509766,100.0
27905,Elías Hernández,Mexican footballer,Elías Hernán Hernández Jacuinde is a Mexican professional footballer who plays for Liga MX club Cruz Azul and the Mexico national team.,99.99998474121094,73.0
89517,Kooper Session,Album by Al Kooper and Shuggie Otis,"Kooper Session is the second-in-line of the Super Session albums featuring singer-songwriter Al Kooper. Joining Kooper in the guitar slot is 15-year-old phenomenon Shuggie Otis, son of legendary rhythm and blues pioneer Johnny Otis.
",99.99838256835938,80.0
70562,Juan Carlos Navarro,Spanish basketball player,"Juan Carlos Navarro Feijoo, commonly known as either Juan Carlos Navarro or J. C. Navarro, is a Spanish former professional basketball player. During his playing career, at a height of 1.92 m tall, he played at the shooting guard position. On March 14, 2014, he was named a EuroLeague Basketball Legend.
During his pro club career, Navarro was a two-time EuroLeague champion, in 2003 and 2010. ",99.99517822265624,94.0
5462,Jon Hamm,American actor,"Jonathan Daniel Hamm is an American actor and producer best known for playing advertising executive Don Draper in the AMC television drama series Mad Men.
",99.99764251708984,100.0
78502,Matthias Sammer,German former football player,"Matthias Sammer is a German former professional football player and coach who last worked as sporting director of Bayern Munich. He played as a defensive midfielder and later in his career as a sweeper.
",99.9943618774414,100.0
94325,Steve Clarke,Scottish football manager,"Stephen Clarke is a Scottish professional football manager and former player who is the manager of the Scotland national team.
Clarke played for St Mirren, Chelsea and the Scotland national team, winning three major trophies with Chelsea towards the end of his career. ",97.9367218017578,57.0
71689,Malavath Purna,Indian mountaineer,"Malavath Purna is an Indian mountaineer. On 25 May 2014, Purna scaled the highest peak of Mount Everest and, aged 13 years and 11 months, became the youngest Indian and the youngest female in the world to have reached the summit. ",99.99906158447266,63.0
31097,Lara Logan,South African television journalist,"Lara Logan is a South African television and radio journalist and war correspondent. She was a correspondent for CBS News between 2002 and 2018. In 2019, she joined the Sinclair Broadcast Group, a conservative media company. In January 2020, she joined Fox Nation, a subscription streaming service run by Fox News.",99.99890899658205,61.0
5931,Pablo Montero,Mexican singer,"Pablo Montero is a Mexican singer and actor. Montero's primary profession is singing, but he also acts regularly in telenovelas produced by Televisa productions in supporting roles. ",99.93661499023438,85.0
16537,Celine Dion,Canadian singer,"Céline Marie Claudette Dion CC OQ is a Quebecois Canadian singer. She is renowned for her powerful, technically skilled vocals, and remains the best-selling Canadian recording artist and one of the best-selling artists of all time with record sales of over 200 million worldwide. ",99.8035888671875,90.0
42690,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.87297821044922,97.0
38465,Xzibit,American rapper,"Alvin Nathaniel Joiner, better known by his stage name Xzibit, is an American rapper, actor, songwriter, television host, and radio personality.
",99.93604278564452,100.0
36928,Danny Trejo,American actor,"Dan Trejo is an American actor and restaurateur who has appeared in numerous Hollywood films. His films include Heat, Con Air, Bubble Boy, and Desperado, the latter with frequent collaborator and his cousin Robert Rodriguez. ",99.9952163696289,100.0
35607,Morgan Freeman,American actor,"Morgan Freeman is an American actor, director and narrator. He has appeared in a range of film genres portraying character roles and is particularly known for his distinctive deep voice. ",99.9674835205078,92.0
28936,Michelle Obama,American attorney,"Michelle LaVaughn Obama is an American attorney and author who was the first lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama, and was the first African-American first lady.
",99.99305725097656,100.0
4859,Chris Paul,American basketball player,Christopher Emmanuel Paul is an American professional basketball player for the Phoenix Suns of the National Basketball Association. ,99.99891662597656,96.0
19768,Andrew Cuomo,Governor of New York,"Andrew Mark Cuomo is an American politician, author and lawyer serving as the 56th governor of New York since 2011. A member of the Democratic Party, he was elected to the same position his father, Mario Cuomo, held for three terms. ",99.97360229492188,100.0
74608,Amanda Lepore,American model,"Amanda Lepore is a transgender American model, celebutante, singer, and performance artist. A former Club Kid, she has appeared in advertising for numerous companies. ",99.73567962646484,100.0
49176,Jon Hamm,American actor,"Jonathan Daniel Hamm is an American actor and producer best known for playing advertising executive Don Draper in the AMC television drama series Mad Men.
",99.9953384399414,100.0
6537,Memos Begnis,,,99.64659118652344,86.0
18529,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99242401123048,100.0
34016,Benito Mussolini,Former Prime Minister of Italy,"Benito Amilcare Andrea Mussolini was an Italian politician and journalist who founded and led the National Fascist Party. He was Prime Minister of Italy from the Fascist coup d'état in 1922 until his deposition in 1943, and Duce of Italian Fascism from the establishment of the Italian Fasces of Combat in 1919 until his execution in 1945 during the Italian Civil War. ",99.97753143310548,100.0
87620,Philip Emeagwali,Nigerian computer scientist,"Philip Emeagwali is a Nigerian computer scientist. He won the 1989 Gordon Bell Prize for price-performance in high-performance computing applications, in an oil reservoir modeling calculation using a novel mathematical formulation and implementation. ",99.98016357421876,58.999996185302734
45913,Vanessa Hudgens,American actress,"Vanessa Anne Hudgens is an American actress, singer, and producer. After making her feature film debut in Thirteen, Hudgens rose to fame portraying Gabriella Montez in the High School Musical film series, which brought her significant mainstream success. ",99.9242935180664,99.0
96174,Eleanor Holmes Norton,Delegate to United States House of Representatives,"Eleanor Holmes Norton is an American politician serving as a non-voting Delegate to the United States House of Representatives, representing the District of Columbia. ",99.99176025390624,92.0
96174,Judy Chu,U.S. Representative,Judy May Chu is an American politician serving as the U.S. Representative for California's 27th congressional district since 2013. ,99.96562957763672,99.0
96174,Nita Lowey,U.S. Representative,"Nita Sue Melnikoff Lowey is an American politician who formerly served as a U.S. Representative from New York from 1989 until 2021. She is a member of the Democratic Party. Lowey also served as co-Dean of the New York Congressional Delegation, along with former U.S. Representative Eliot Engel. ",99.99480438232422,100.0
96174,Anita Manning,Scottish television personality,"Anita Manning is a Scottish antiques expert and television personality from Glasgow. She is well known for her appearances since 2010 as an expert and presenter on the BBC's Bargain Hunt, Flog It! and the Antiques Road Trip. ",99.98596954345705,71.0
96174,Annie Kuster,U.S. Representative,"Ann L. McLane Kuster is an American politician, author and attorney serving as the U.S. Representative for New Hampshire's 2nd congressional district since 2013. ",99.9867935180664,100.0
51403,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.87297821044922,93.0
8196,Suchitra Krishnamoorthi,Indian actress,"Suchitra Krishnamoorthi is an Indian actress, writer, painter and singer.",99.99703216552734,87.0
83726,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.66927337646484,78.0
78294,Ilhan Omar,U.S. Representative,Ilhan Abdullahi Omar is an American politician serving as the U.S. Representative for Minnesota's 5th congressional district since 2019. She is a member of the Democratic–Farmer–Labor Party. ,99.99864959716795,81.0
37285,Selina Lo,British actress,"Selina Lo is a British Asian actress with a background in competitive martial arts. Having trained at Paul McCartney's prestigious LIPA Academy and Sylvia Young Theatre School, she is also an accomplished dancer, singer and pianist. ",99.65923309326172,73.0
59463,Erika Jayne,American singer,"Erika Girardi, known professionally as Erika Jayne, is an American singer, television personality, and actress.",99.99761199951172,100.0
36210,Minor,,"In law, a minor is a person under a certain age, usually the age of majority, which legally demarcates childhood from adulthood. The age of majority depends upon jurisdiction and application, but it is generally 18. Minor may also be used in contexts that are unconnected to the overall age of majority. ",99.9851531982422,57.0
36210,Kanye West,American rapper,"Kanye Omari West is an American rapper, record producer, and fashion designer. He has been influential in the 21st-century development of mainstream hip hop and popular music in general.
",100.0,100.0
27401,Ron Butler,American television actor,"Ronald ""Ron/Ronnie"" Butler, Jr. is a Bahamian-born American television actor, director and comedian who is best known for portraying Oscar, the clever receptionist, on the television series True Jackson, VP, from 2008 to 2011. ",99.98262786865234,97.0
58419,Barack Obama,44th U.S. President,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",99.99173736572266,99.0
64825,Laurence Fishburne,American actor,"Laurence John Fishburne III is an American actor, playwright, producer, screenwriter, and film director. He has been critically hailed for his forceful, militant, and authoritative characters in his films. ",100.0,74.0
23854,Colin Kaepernick,American activist,Colin Rand Kaepernick is an American civil rights activist and football quarterback who is a free agent. He played six seasons for the San Francisco 49ers in the National Football League. ,99.99927520751952,99.0
41268,Rodney Dangerfield,American comedian,"Jack Roy, popularly known by the stage name Rodney Dangerfield, was an American stand-up comedian, actor, producer, screenwriter, musician and author. He was known for his self-deprecating one-liner humor, his catchphrase ""I don't get no respect!"" and his monologues on that theme.
",99.99884033203124,96.0
26705,Terence Alexander,Film actor,"Terence Joseph Alexander was an English film and television actor, best known for his role as Charlie Hungerford in the British TV drama Bergerac, which ran for nine series on BBC One between 1981 and 1991.",99.96695709228516,61.0
90761,Bernie Sanders,United States Senator,Bernard Sanders is an American politician who has served as the junior United States senator from Vermont since 2007 and as U.S. Representative for the state's at-large congressional district from 1991 to 2007. ,99.99235534667967,100.0
32746,Tom Hanks,American actor,"Thomas Jeffrey Hanks is an American actor and filmmaker. Known for both his comedic and dramatic roles, Hanks is one of the most popular and recognizable film stars worldwide, and is regarded as an American cultural icon. ",99.97996520996094,99.0
30281,CJ Jones,American actor,CJ Jones is a deaf American actor residing in Los Angeles. He is one of the subjects of See What I'm Saying: The Deaf Entertainers Documentary. ,99.9999542236328,62.0
32896,,,,99.99979400634766,97.0
47095,Fedor von Bock,Military commander,Moritz Albrecht Franz Friedrich Fedor von Bock was a German Generalfeldmarschall who served in the German Army during the Second World War. ,99.35604095458984,94.0
83264,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.96298217773438,100.0
16075,Renée Taylor,American actress,"Renée Adorée Taylor is an American actress, screenwriter, playwright, producer and director. Taylor was nominated for an Academy Award for co-writing the screenplay for the film Lovers and Other Strangers. ",99.484130859375,95.0
41907,Gordon Ramsay,British chef,"Gordon James Ramsay OBE is a British chef, restaurateur, television personality, and writer. Born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England, he founded his global restaurant group, Gordon Ramsay Restaurants, in 1997. ",99.98995971679688,100.0
78693,Gordon Ramsay,British chef,"Gordon James Ramsay OBE is a British chef, restaurateur, television personality, and writer. Born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England, he founded his global restaurant group, Gordon Ramsay Restaurants, in 1997. ",99.9498291015625,90.0
86123,Elisha Cuthbert,Canadian actress,"Elisha Ann Cuthbert Phaneuf is a Canadian actress and model. As a child actress, she made her first televised appearance as an extra in the canadian horror-themed series for children, Are You Afraid of the Dark?, and co-hosted Popular Mechanics for Kids. ",99.3826675415039,84.0
38127,Steve Harvey,American television presenter,"Broderick Stephen Harvey is an American television presenter, comedian, actor, broadcaster, author, game show host and businessman. He hosts The Steve Harvey Morning Show, Family Feud, Celebrity Family Feud and the Miss Universe competition.
Harvey began his career as a comedian. He did standup comedy in the early 1980s and hosted Showtime at the Apollo and The Steve Harvey Show on The WB. He was later featured in The Original Kings of Comedy after starring in the Kings of Comedy Tour. He performed his last standup show in 2012.
Harvey is the host of both Family Feud and Celebrity Family Feud, which he has done since 2010. He has also hosted Little Big Shots, Little Big Shots Forever Young, and Steve Harvey’s Funderdome. ",99.99859619140624,100.0
26093,Antoine Blondin,French writer,"Antoine Blondin was a French writer.
He belonged to the literary group called the Hussards. He was also a sports columnist in L'Équipe. Blondin also wrote under the name Tenorio.",99.99832916259766,64.0
26093,American Music Club,Rock band,"American Music Club was an American, San Francisco-based indie rock band, led by singer-songwriter Mark Eitzel. Formed in 1983, the band released seven albums before splitting up in 1995. They reformed in 2003 and released two further albums.",99.99382019042967,98.0
69128,Françoise Bertin,French actress,"Françoise Bertin was a French actress.
She appeared in over 125 films since 1961. Among these were five films directed by Alain Resnais: Last Year at Marienbad, Muriel, The War Is Over, I Want to Go Home, and Same Old Song.
",99.86151885986328,88.0
53469,Leonardo DiCaprio,American actor,"Leonardo Wilhelm DiCaprio is an American actor, film producer, and environmentalist. He has often played unconventional roles, particularly in biopics and period films. ",99.99967193603516,100.0
67835,Charan Raj,Indian film actor,"Charan Raj is an Indian film actor, director, film producer, and writer who primarily works in Kannada, Tamil, Telugu, Malayalam, Odia and Hindi movies. Charan Raj became an instant hit for his performance as villain in the 1985 movie Pratighatana. He is also known for his performances in films like Indrudu Chandrudu, Kartavyam and Gentleman. He was also a part of Rajanikanth hits Phool Bane Angaray, Veera, Dharma Dorai and Baasha. He debuted in Kannada films as a hero. Siddalingaiah is considered to be his godfather.",99.9170150756836,89.0
12935,Songtsen Gampo,,"Songtsen Gampo, also Songzan Ganbu, was the 33rd Tibetan king and founder of the Tibetan Empire, and is traditionally credited with the introduction of Buddhism to Tibet, influenced by his Nepali consort Bhrikuti, of Nepal's Licchavi dynasty, as well as with the unification of what had previously been several Tibetan kingdoms. ",99.60643005371094,80.0
92160,Adolf Hitler,,"Adolf Hitler was an Austrian-born German politician who was the dictator of Germany from 1933 to 1945. He rose to power as the leader of the Nazi Party, becoming Chancellor in 1933 and then Führer in 1934. ",99.99610900878906,100.0
60759,Narek Baveyan,Armenian singer,"Narek Baveyan, is an Armenian singer, songwriter and actor. He is known for his role as Norik on Domino TV-series. He was a guest of ""White corner"" on February 3, 2015 and a guest of ""Barter"" on October 5, 2014. He played in Bridge of Love musical.",99.99835205078124,57.0
6425,Leonardo DiCaprio,American actor,"Leonardo Wilhelm DiCaprio is an American actor, film producer, and environmentalist. He has often played unconventional roles, particularly in biopics and period films. ",99.9984130859375,100.0
12309,Billy Ripken,American professional baseball player,"William Oliver Ripken, nicknamed Billy The Kid, is an American former professional baseball infielder. He played in Major League Baseball from 1987–1998 for the Baltimore Orioles, Texas Rangers, Cleveland Indians, and Detroit Tigers. ",99.99989318847656,57.0
21890,Fallon Fox,American MMA fighter,Fallon Fox is an American retired MMA fighter. She is the first openly transgender athlete in MMA history.,99.99573516845705,100.0
